Year,Economy,Economy Label,ShipType,ShipType Label,Dead weight tons in thousands,DWT_million
2014,756,Switzerland,5,Other types of ships,107.918,0.107918
2014,760,Syrian Arab Republic,0,Total fleet,68.864,0.06886400000000001
2014,760,Syrian Arab Republic,2,Bulk carriers,18.908,0.018908
2014,760,Syrian Arab Republic,3,General cargo,47.243,0.047243
2014,760,Syrian Arab Republic,5,Other types of ships,2.713,0.002713
2014,764,Thailand,0,Total fleet,5072.908,5.072908
2014,764,Thailand,1,Oil tankers,2305.994,2.305994
2014,764,Thailand,2,Bulk carriers,1226.895,1.226895
2014,764,Thailand,3,General cargo,453.08,0.45308
2014,764,Thailand,4,Container ships,266.151,0.266151
2014,764,Thailand,5,Other types of ships,820.788,0.820788
2014,768,Togo,0,Total fleet,1005.5,1.0055
2014,768,Togo,1,Oil tankers,395.396,0.395396
2014,768,Togo,2,Bulk carriers,84.581,0.084581
2014,768,Togo,3,General cargo,448.313,0.44831299999999996
2014,768,Togo,4,Container ships,28.499,0.028499
2014,768,Togo,5,Other types of ships,48.71,0.04871
2014,776,Tonga,0,Total fleet,42.25,0.04225
2014,776,Tonga,1,Oil tankers,0.152,0.000152
2014,776,Tonga,3,General cargo,26.74,0.02674
2014,776,Tonga,4,Container ships,9.869,0.009869
2014,776,Tonga,5,Other types of ships,5.489,0.005489
2014,780,Trinidad and Tobago,0,Total fleet,29.875,0.029875
2014,780,Trinidad and Tobago,1,Oil tankers,4.132,0.004131999999999999
2014,780,Trinidad and Tobago,3,General cargo,1.367,0.001367
2014,780,Trinidad and Tobago,5,Other types of ships,24.377,0.024377
2014,788,Tunisia,0,Total fleet,342.1,0.3421
2014,788,Tunisia,3,General cargo,49.428,0.049428
2014,788,Tunisia,5,Other types of ships,292.672,0.29267200000000004
2014,792,Turkiye,0,Total fleet,8737.639,8.737639
2014,792,Turkiye,1,Oil tankers,1281.875,1.281875
2014,792,Turkiye,2,Bulk carriers,4446.846,4.446846
2014,792,Turkiye,3,General cargo,1636.265,1.636265
2014,792,Turkiye,4,Container ships,717.456,0.717456
2014,792,Turkiye,5,Other types of ships,655.197,0.655197
2014,795,Turkmenistan,0,Total fleet,113.616,0.113616
2014,795,Turkmenistan,1,Oil tankers,50.91,0.05091
2014,795,Turkmenistan,3,General cargo,14.699,0.014699
2014,795,Turkmenistan,5,Other types of ships,48.007,0.048007
2014,796,Turks and Caicos Islands,0,Total fleet,0.725,0.000725
2014,796,Turks and Caicos Islands,3,General cargo,0.161,0.000161
2014,796,Turks and Caicos Islands,5,Other types of ships,0.564,0.0005639999999999999
2014,798,Tuvalu,0,Total fleet,2206.987,2.2069870000000003
2014,798,Tuvalu,1,Oil tankers,883.812,0.883812
2014,798,Tuvalu,2,Bulk carriers,399.385,0.399385
2014,798,Tuvalu,3,General cargo,106.475,0.106475
2014,798,Tuvalu,4,Container ships,23.004,0.023004
2014,798,Tuvalu,5,Other types of ships,794.311,0.794311
2014,804,Ukraine,0,Total fleet,497.611,0.49761099999999997
2014,804,Ukraine,1,Oil tankers,38.844,0.038844000000000004
2014,804,Ukraine,2,Bulk carriers,34.318,0.034318
2014,804,Ukraine,3,General cargo,286.48,0.28648
2014,804,Ukraine,5,Other types of ships,137.969,0.13796899999999998
2014,784,United Arab Emirates,0,Total fleet,1007.495,1.007495
2014,784,United Arab Emirates,1,Oil tankers,347.914,0.347914
2014,784,United Arab Emirates,3,General cargo,109.676,0.109676
2014,784,United Arab Emirates,4,Container ships,171.131,0.171131
2014,784,United Arab Emirates,5,Other types of ships,378.774,0.378774
2014,826,United Kingdom,0,Total fleet,16659.768,16.659768
2014,826,United Kingdom,1,Oil tankers,1719.47,1.71947
2014,826,United Kingdom,2,Bulk carriers,3629.308,3.629308
2014,826,United Kingdom,3,General cargo,754.919,0.754919
2014,826,United Kingdom,4,Container ships,7960.113,7.960113000000001
2014,826,United Kingdom,5,Other types of ships,2595.959,2.5959589999999997
2014,834,United Republic of Tanzania,0,Total fleet,12042.148,12.042148
2014,834,United Republic of Tanzania,1,Oil tankers,11297.092,11.297092000000001
2014,834,United Republic of Tanzania,2,Bulk carriers,226.219,0.226219
2014,834,United Republic of Tanzania,3,General cargo,427.68,0.42768
2014,834,United Republic of Tanzania,4,Container ships,46.604,0.046604
2014,834,United Republic of Tanzania,5,Other types of ships,44.553,0.044552999999999995
2014,840,United States,0,Total fleet,11802.724,11.802724
2014,840,United States,1,Oil tankers,3185.092,3.185092
2014,840,United States,2,Bulk carriers,306.671,0.30667099999999997
2014,840,United States,3,General cargo,2160.878,2.1608780000000003
2014,840,United States,4,Container ships,3238.342,3.2383420000000003
2014,840,United States,5,Other types of ships,2911.741,2.911741
2014,858,Uruguay,0,Total fleet,114.014,0.11401399999999999
2014,858,Uruguay,1,Oil tankers,13.376,0.013375999999999999
2014,858,Uruguay,2,Bulk carriers,44.015,0.044015
2014,858,Uruguay,3,General cargo,16.044,0.016044
2014,858,Uruguay,5,Other types of ships,40.579,0.040579000000000004
2014,548,Vanuatu,0,Total fleet,3048.262,3.0482620000000002
2014,548,Vanuatu,1,Oil tankers,3.842,0.003842
2014,548,Vanuatu,2,Bulk carriers,1706.384,1.7063840000000001
2014,548,Vanuatu,3,General cargo,54.863,0.054863
2014,548,Vanuatu,4,Container ships,28.876,0.028876000000000002
2014,548,Vanuatu,5,Other types of ships,1254.298,1.254298
2014,862,Venezuela (Bolivarian Rep. of),0,Total fleet,2011.617,2.0116169999999998
2014,862,Venezuela (Bolivarian Rep. of),1,Oil tankers,1125.589,1.125589
2014,862,Venezuela (Bolivarian Rep. of),2,Bulk carriers,320.309,0.320309
2014,862,Venezuela (Bolivarian Rep. of),3,General cargo,130.44,0.13044
2014,862,Venezuela (Bolivarian Rep. of),4,Container ships,6.46,0.00646
2014,862,Venezuela (Bolivarian Rep. of),5,Other types of ships,428.82,0.42882
2014,704,Viet Nam,0,Total fleet,7169.441,7.169441
2014,704,Viet Nam,1,Oil tankers,1352.711,1.352711
2014,704,Viet Nam,2,Bulk carriers,1677.509,1.677509
2014,704,Viet Nam,3,General cargo,2999.572,2.999572
2014,704,Viet Nam,4,Container ships,258.853,0.258853
2014,704,Viet Nam,5,Other types of ships,880.796,0.880796
2014,876,Wallis and Futuna Islands,0,Total fleet,1.674,0.001674
2014,876,Wallis and Futuna Islands,5,Other types of ships,1.674,0.001674
2014,887,Yemen,0,Total fleet,443.532,0.443532
2014,887,Yemen,1,Oil tankers,27.854,0.027854
2014,887,Yemen,3,General cargo,4.185,0.0041849999999999995
2014,887,Yemen,5,Other types of ships,411.493,0.411493
2014,5600,Asia and Oceania,0,Total fleet,668566.743,668.566743
2014,5600,Asia and Oceania,1,Oil tankers,178627.785,178.62778500000002
2014,5600,Asia and Oceania,2,Bulk carriers,321675.576,321.675576
2014,5600,Asia and Oceania,3,General cargo,32868.283,32.868283000000005
2014,5600,Asia and Oceania,4,Container ships,70740.999,70.740999
2014,5600,Asia and Oceania,5,Other types of ships,64654.106,64.654106
2014,5702,Northern America and Europe,0,Total fleet,341424.275,341.424275
2014,5702,Northern America and Europe,1,Oil tankers,118834.053,118.834053
2014,5702,Northern America and Europe,2,Bulk carriers,106006.542,106.006542
2014,5702,Northern America and Europe,3,General cargo,21129.006,21.129006
2014,5702,Northern America and Europe,4,Container ships,51679.439,51.679438999999995
2014,5702,Northern America and Europe,5,Other types of ships,43775.233,43.775233
2014,5706,"Europe, Northern America, Australia and New Zealand",0,Total fleet,343369.197,343.369197
2014,5706,"Europe, Northern America, Australia and New Zealand",1,Oil tankers,118934.422,118.93442200000001
2014,5706,"Europe, Northern America, Australia and New Zealand",2,Bulk carriers,106163.768,106.16376799999999
2014,5706,"Europe, Northern America, Australia and New Zealand",3,General cargo,21288.764,21.288764
2014,5706,"Europe, Northern America, Australia and New Zealand",4,Container ships,51696.077,51.696076999999995
2014,5706,"Europe, Northern America, Australia and New Zealand",5,Other types of ships,45286.163,45.286163
2014,5703,Central and Southern Asia,0,Total fleet,23830.093,23.830093
2014,5703,Central and Southern Asia,1,Oil tankers,9225.448,9.225448
2014,5703,Central and Southern Asia,2,Bulk carriers,9161.071,9.161071
2014,5703,Central and Southern Asia,3,General cargo,2319.729,2.3197289999999997
2014,5703,Central and Southern Asia,4,Container ships,1509.405,1.5094049999999999
2014,5703,Central and Southern Asia,5,Other types of ships,1614.441,1.614441
2014,5704,Eastern and South-Eastern Asia,0,Total fleet,428189.235,428.189235
2014,5704,Eastern and South-Eastern Asia,1,Oil tankers,96717.397,96.71739699999999
2014,5704,Eastern and South-Eastern Asia,2,Bulk carriers,217812.418,217.812418
2014,5704,Eastern and South-Eastern Asia,3,General cargo,24406.504,24.406504
2014,5704,Eastern and South-Eastern Asia,4,Container ships,52648.515,52.648514999999996
2014,5704,Eastern and South-Eastern Asia,5,Other types of ships,36604.403,36.604403
2014,5705,Western Asia and Northern Africa,0,Total fleet,57257.625,57.257625
2014,5705,Western Asia and Northern Africa,1,Oil tankers,14477.59,14.47759
2014,5705,Western Asia and Northern Africa,2,Bulk carriers,25197.09,25.19709
2014,5705,Western Asia and Northern Africa,3,General cargo,3909.437,3.909437
2014,5705,Western Asia and Northern Africa,4,Container ships,7392.107,7.392107
2014,5705,Western Asia and Northern Africa,5,Other types of ships,6281.403,6.281403
2014,1400,Developing economies,0,Total fleet,1266838.693,1266.838693
2014,1400,Developing economies,1,Oil tankers,350169.061,350.169061
2014,1400,Developing economies,2,Bulk carriers,576136.334,576.136334
2014,1400,Developing economies,3,General cargo,48935.368,48.935368000000004
2014,1400,Developing economies,4,Container ships,158004.922,158.004922
2014,1400,Developing economies,5,Other types of ships,133593.014,133.59301399999998
2014,1410,Developing economies: Africa,0,Total fleet,229207.78,229.20777999999999
2014,1410,Developing economies: Africa,1,Oil tankers,87429.703,87.42970299999999
2014,1410,Developing economies: Africa,2,Bulk carriers,71490.878,71.490878
2014,1410,Developing economies: Africa,3,General cargo,4591.952,4.591952
2014,1410,Developing economies: Africa,4,Container ships,46523.6,46.5236
2014,1410,Developing economies: Africa,5,Other types of ships,19171.646,19.171646
2014,1411,Developing economies: Northern Africa,0,Total fleet,4210.35,4.21035
2014,1411,Developing economies: Northern Africa,1,Oil tankers,1231.396,1.231396
2014,1411,Developing economies: Northern Africa,2,Bulk carriers,1048.012,1.048012
2014,1411,Developing economies: Northern Africa,3,General cargo,263.183,0.263183
2014,1411,Developing economies: Northern Africa,4,Container ships,154.322,0.15432200000000001
2014,1411,Developing economies: Northern Africa,5,Other types of ships,1513.437,1.513437
2014,1412,Developing economies: Sub-Saharan Africa,0,Total fleet,224997.43,224.99742999999998
2014,1412,Developing economies: Sub-Saharan Africa,1,Oil tankers,86198.307,86.198307
2014,1412,Developing economies: Sub-Saharan Africa,2,Bulk carriers,70442.866,70.442866
2014,1412,Developing economies: Sub-Saharan Africa,3,General cargo,4328.769,4.328769
2014,1412,Developing economies: Sub-Saharan Africa,4,Container ships,46369.278,46.369278
2014,1412,Developing economies: Sub-Saharan Africa,5,Other types of ships,17658.209,17.658209
2014,1420,Developing economies: Americas,0,Total fleet,450899.488,450.899488
2014,1420,Developing economies: Americas,1,Oil tankers,96739.653,96.739653
2014,1420,Developing economies: Americas,2,Bulk carriers,230786.182,230.786182
2014,1420,Developing economies: Americas,3,General cargo,17203.817,17.203817
2014,1420,Developing economies: Americas,4,Container ships,47245.431,47.245430999999996
2014,1420,Developing economies: Americas,5,Other types of ships,58924.405,58.924405
2014,1460,Developing economies: Asia and Oceania,0,Total fleet,586731.425,586.7314250000001
2014,1460,Developing economies: Asia and Oceania,1,Oil tankers,165999.705,165.99970499999998
2014,1460,Developing economies: Asia and Oceania,2,Bulk carriers,273859.274,273.85927399999997
2014,1460,Developing economies: Asia and Oceania,3,General cargo,27139.599,27.139598999999997
2014,1460,Developing economies: Asia and Oceania,4,Container ships,64235.891,64.23589100000001
2014,1460,Developing economies: Asia and Oceania,5,Other types of ships,55496.963,55.496963
2014,1430,Developing economies: Asia,0,Total fleet,425176.207,425.176207
2014,1430,Developing economies: Asia,1,Oil tankers,106661.328,106.661328
2014,1430,Developing economies: Asia,2,Bulk carriers,203463.491,203.463491
2014,1430,Developing economies: Asia,3,General cargo,24803.561,24.803561000000002
2014,1430,Developing economies: Asia,4,Container ships,54907.235,54.907235
2014,1430,Developing economies: Asia,5,Other types of ships,35340.597,35.340597
2014,1431,Developing economies: Central Asia,0,Total fleet,256.697,0.256697
2014,1431,Developing economies: Central Asia,1,Oil tankers,141.678,0.141678
2014,1431,Developing economies: Central Asia,3,General cargo,14.699,0.014699
2014,1431,Developing economies: Central Asia,5,Other types of ships,100.32,0.10031999999999999
2014,1432,Developing economies: Southern Asia,0,Total fleet,23573.396,23.573396
2014,1432,Developing economies: Southern Asia,1,Oil tankers,9083.77,9.083770000000001
2014,1432,Developing economies: Southern Asia,2,Bulk carriers,9161.071,9.161071
2014,1432,Developing economies: Southern Asia,3,General cargo,2305.03,2.3050300000000004
2014,1432,Developing economies: Southern Asia,4,Container ships,1509.405,1.5094049999999999
2014,1432,Developing economies: Southern Asia,5,Other types of ships,1514.121,1.514121
2014,1433,Developing economies: Eastern Asia,0,Total fleet,226113.265,226.113265
2014,1433,Developing economies: Eastern Asia,1,Oil tankers,40448.87,40.44887
2014,1433,Developing economies: Eastern Asia,2,Bulk carriers,139396.632,139.396632
2014,1433,Developing economies: Eastern Asia,3,General cargo,7843.563,7.8435630000000005
2014,1433,Developing economies: Eastern Asia,4,Container ships,29232.039,29.232039
2014,1433,Developing economies: Eastern Asia,5,Other types of ships,9192.162,9.192162
2014,1434,Developing economies: Western Asia,0,Total fleet,20020.941,20.020941
2014,1434,Developing economies: Western Asia,1,Oil tankers,7765.815,7.765815
2014,1434,Developing economies: Western Asia,2,Bulk carriers,4773.14,4.773140000000001
2014,1434,Developing economies: Western Asia,3,General cargo,2369.518,2.3695180000000002
2014,1434,Developing economies: Western Asia,4,Container ships,2050.179,2.050179
2014,1434,Developing economies: Western Asia,5,Other types of ships,3062.292,3.062292
2014,1435,Developing economies: South-eastern Asia,0,Total fleet,155211.908,155.211908
2014,1435,Developing economies: South-eastern Asia,1,Oil tankers,49221.195,49.221195
2014,1435,Developing economies: South-eastern Asia,2,Bulk carriers,50132.648,50.132648
2014,1435,Developing economies: South-eastern Asia,3,General cargo,12270.751,12.270751
2014,1435,Developing economies: South-eastern Asia,4,Container ships,22115.612,22.115612000000002
2014,1435,Developing economies: South-eastern Asia,5,Other types of ships,21471.702,21.471702
2014,1450,Developing economies: Oceania,0,Total fleet,161555.218,161.555218
2014,1450,Developing economies: Oceania,1,Oil tankers,59338.377,59.338377
2014,1450,Developing economies: Oceania,2,Bulk carriers,70395.783,70.395783
2014,1450,Developing economies: Oceania,3,General cargo,2336.038,2.336038
2014,1450,Developing economies: Oceania,4,Container ships,9328.656,9.328656
2014,1450,Developing economies: Oceania,5,Other types of ships,20156.366,20.156366000000002
2014,1500,Developed economies,0,Total fleet,423259.593,423.259593
2014,1500,Developed economies,1,Oil tankers,131462.133,131.462133
2014,1500,Developed economies,2,Bulk carriers,153822.844,153.822844
2014,1500,Developed economies,3,General cargo,26857.69,26.857689999999998
2014,1500,Developed economies,4,Container ships,58184.547,58.184547
2014,1500,Developed economies,5,Other types of ships,52932.376,52.932376
2014,1520,Developed economies: Americas,0,Total fleet,26219.434,26.219434
2014,1520,Developed economies: Americas,1,Oil tankers,6144.918,6.144918
2014,1520,Developed economies: Americas,2,Bulk carriers,3335.891,3.335891
2014,1520,Developed economies: Americas,3,General cargo,3623.703,3.623703
2014,1520,Developed economies: Americas,4,Container ships,3817.359,3.8173589999999997
2014,1520,Developed economies: Americas,5,Other types of ships,9297.562,9.297562
2014,1560,Developed economies: Asia and Oceania,0,Total fleet,81835.318,81.835318
2014,1560,Developed economies: Asia and Oceania,1,Oil tankers,12628.08,12.62808
2014,1560,Developed economies: Asia and Oceania,2,Bulk carriers,47816.302,47.816302
2014,1560,Developed economies: Asia and Oceania,3,General cargo,5728.684,5.728684
2014,1560,Developed economies: Asia and Oceania,4,Container ships,6505.108,6.505108
2014,1560,Developed economies: Asia and Oceania,5,Other types of ships,9157.143,9.157143
2014,1530,Developed economies: Asia,0,Total fleet,79890.396,79.890396
2014,1530,Developed economies: Asia,1,Oil tankers,12527.711,12.527711
2014,1530,Developed economies: Asia,2,Bulk carriers,47659.076,47.659076
2014,1530,Developed economies: Asia,3,General cargo,5568.926,5.568926
2014,1530,Developed economies: Asia,4,Container ships,6488.47,6.48847
2014,1530,Developed economies: Asia,5,Other types of ships,7646.213,7.6462129999999995
2014,1550,Developed economies: Oceania,0,Total fleet,1944.922,1.944922
2014,1550,Developed economies: Oceania,1,Oil tankers,100.369,0.100369
2014,1550,Developed economies: Oceania,2,Bulk carriers,157.226,0.157226
2014,1550,Developed economies: Oceania,3,General cargo,159.758,0.159758
2014,1550,Developed economies: Oceania,4,Container ships,16.638,0.016638
2014,1550,Developed economies: Oceania,5,Other types of ships,1510.93,1.51093
2014,1540,Developed economies: Europe,0,Total fleet,315204.841,315.204841
2014,1540,Developed economies: Europe,1,Oil tankers,112689.135,112.689135
2014,1540,Developed economies: Europe,2,Bulk carriers,102670.651,102.67065099999999
2014,1540,Developed economies: Europe,3,General cargo,17505.303,17.505303
2014,1540,Developed economies: Europe,4,Container ships,47862.08,47.86208
2014,1540,Developed economies: Europe,5,Other types of ships,34477.671,34.477671
2014,1600,Developing economies excluding China,0,Total fleet,1188056.242,1188.056242
2014,1600,Developing economies excluding China,1,Oil tankers,336907.58,336.90758
2014,1600,Developing economies excluding China,2,Bulk carriers,526451.371,526.451371
2014,1600,Developing economies excluding China,3,General cargo,44937.828,44.937828
2014,1600,Developing economies excluding China,4,Container ships,151609.158,151.609158
2014,1600,Developing economies excluding China,5,Other types of ships,128150.311,128.150311
2014,1601,Developing economies excluding LDCs,0,Total fleet,1039619.62,1039.61962
2014,1601,Developing economies excluding LDCs,1,Oil tankers,263822.607,263.822607
2014,1601,Developing economies excluding LDCs,2,Bulk carriers,503239.3,503.2393
2014,1601,Developing economies excluding LDCs,3,General cargo,42289.161,42.289161
2014,1601,Developing economies excluding LDCs,4,Container ships,111545.337,111.545337
2014,1601,Developing economies excluding LDCs,5,Other types of ships,118723.221,118.72322100000001
2014,1610,LDCs (Least developed countries),0,Total fleet,227219.073,227.219073
2014,1610,LDCs (Least developed countries),1,Oil tankers,86346.454,86.346454
2014,1610,LDCs (Least developed countries),2,Bulk carriers,72897.034,72.897034
2014,1610,LDCs (Least developed countries),3,General cargo,6646.207,6.646207
2014,1610,LDCs (Least developed countries),4,Container ships,46459.585,46.459585
2014,1610,LDCs (Least developed countries),5,Other types of ships,14869.793,14.869793
2014,1614,LDCs: Africa,0,Total fleet,218594.21,218.59421
2014,1614,LDCs: Africa,1,Oil tankers,84787.318,84.787318
2014,1614,LDCs: Africa,2,Bulk carriers,70302.59,70.30259
2014,1614,LDCs: Africa,3,General cargo,4046.641,4.046641
2014,1614,LDCs: Africa,4,Container ships,46364.333,46.364333
2014,1614,LDCs: Africa,5,Other types of ships,13093.327,13.093326999999999
2014,1612,LDCs: Asia,0,Total fleet,4989.46,4.98946
2014,1612,LDCs: Asia,1,Oil tankers,315.946,0.315946
2014,1612,LDCs: Asia,2,Bulk carriers,1909.951,1.909951
2014,1612,LDCs: Asia,3,General cargo,2021.423,2.021423
2014,1612,LDCs: Asia,4,Container ships,60.144,0.060143999999999996
2014,1612,LDCs: Asia,5,Other types of ships,681.997,0.681997
2014,1615,LDCs: Islands and Haiti,0,Total fleet,3635.403,3.6354029999999997
2014,1615,LDCs: Islands and Haiti,1,Oil tankers,1243.19,1.24319
2014,1615,LDCs: Islands and Haiti,2,Bulk carriers,684.493,0.684493
2014,1615,LDCs: Islands and Haiti,3,General cargo,578.143,0.5781430000000001
2014,1615,LDCs: Islands and Haiti,4,Container ships,35.108,0.035108
2014,1615,LDCs: Islands and Haiti,5,Other types of ships,1094.469,1.0944690000000001
2014,1620,LLDCs (Landlocked developing countries),0,Total fleet,3543.55,3.54355
2014,1620,LLDCs (Landlocked developing countries),1,Oil tankers,1240.967,1.2409670000000002
2014,1620,LLDCs (Landlocked developing countries),2,Bulk carriers,403.917,0.40391699999999997
2014,1620,LLDCs (Landlocked developing countries),3,General cargo,1478.708,1.4787080000000001
2014,1620,LLDCs (Landlocked developing countries),4,Container ships,32.466,0.032466
2014,1620,LLDCs (Landlocked developing countries),5,Other types of ships,387.493,0.387493
2014,1640,SIDS (Small island developing States) (UN-OHRLLS),0,Total fleet,383298.791,383.29879100000005
2014,1640,SIDS (Small island developing States) (UN-OHRLLS),1,Oil tankers,134176.791,134.176791
2014,1640,SIDS (Small island developing States) (UN-OHRLLS),2,Bulk carriers,137775.919,137.775919
2014,1640,SIDS (Small island developing States) (UN-OHRLLS),3,General cargo,12687.44,12.68744
2014,1640,SIDS (Small island developing States) (UN-OHRLLS),4,Container ships,37444.343,37.444343
2014,1640,SIDS (Small island developing States) (UN-OHRLLS),5,Other types of ships,61214.301,61.214301
2014,1641,SIDS: Atlantic and Indian Ocean,0,Total fleet,12319.276,12.319276
2014,1641,SIDS: Atlantic and Indian Ocean,1,Oil tankers,2979.99,2.97999
2014,1641,SIDS: Atlantic and Indian Ocean,2,Bulk carriers,2637.056,2.637056
2014,1641,SIDS: Atlantic and Indian Ocean,3,General cargo,308.163,0.308163
2014,1641,SIDS: Atlantic and Indian Ocean,4,Container ships,569.215,0.569215
2014,1641,SIDS: Atlantic and Indian Ocean,5,Other types of ships,5824.853,5.824853
2014,1642,SIDS: Caribbean,0,Total fleet,102268.554,102.26855400000001
2014,1642,SIDS: Caribbean,1,Oil tankers,34994.056,34.99405599999999
2014,1642,SIDS: Caribbean,2,Bulk carriers,24342.608,24.342608
2014,1642,SIDS: Caribbean,3,General cargo,8456.787,8.456787
2014,1642,SIDS: Caribbean,4,Container ships,8305.667,8.305667
2014,1642,SIDS: Caribbean,5,Other types of ships,26169.436,26.169436
2014,1643,SIDS: Pacific,0,Total fleet,268710.961,268.710961
2014,1643,SIDS: Pacific,1,Oil tankers,96202.745,96.202745
2014,1643,SIDS: Pacific,2,Bulk carriers,110796.255,110.796255
2014,1643,SIDS: Pacific,3,General cargo,3922.49,3.92249
2014,1643,SIDS: Pacific,4,Container ships,28569.461,28.569461
2014,1643,SIDS: Pacific,5,Other types of ships,29220.012,29.220012
2014,2711,BRICS,0,Total fleet,130564.088,130.564088
2014,2711,BRICS,1,Oil tankers,30626.957,30.626956999999997
2014,2711,BRICS,2,Bulk carriers,61496.834,61.496834
2014,2711,BRICS,3,General cargo,13553.049,13.553049000000001
2014,2711,BRICS,4,Container ships,10543.327,10.543327
2014,2711,BRICS,5,Other types of ships,14343.922,14.343922000000001
2014,3412,European Union (2020 …),0,Total fleet,271542.681,271.54268099999996
2014,3412,European Union (2020 …),1,Oil tankers,98016.961,98.016961
2014,3412,European Union (2020 …),2,Bulk carriers,98540.431,98.540431
2014,3412,European Union (2020 …),3,General cargo,12334.721,12.334721
2014,3412,European Union (2020 …),4,Container ships,42391.294,42.391294
2014,3412,European Union (2020 …),5,Other types of ships,20259.269,20.259269
2014,3916,G20 (Group of Twenty),0,Total fleet,259533.656,259.533656
2014,3916,G20 (Group of Twenty),1,Oil tankers,57830.39,57.83039
2014,3916,G20 (Group of Twenty),2,Bulk carriers,104755.177,104.75517699999999
2014,3916,G20 (Group of Twenty),3,General cargo,24829.156,24.829155999999998
2014,3916,G20 (Group of Twenty),4,Container ships,38621.828,38.621828
2014,3916,G20 (Group of Twenty),5,Other types of ships,33497.104,33.497104
2014,3919,G-77 (Group of 77),0,Total fleet,1100711.729,1100.711729
2014,3919,G-77 (Group of 77),1,Oil tankers,319760.457,319.760457
2014,3919,G-77 (Group of 77),2,Bulk carriers,478707.738,478.707738
2014,3919,G-77 (Group of 77),3,General cargo,43697.322,43.697322
2014,3919,G-77 (Group of 77),4,Container ships,134432.872,134.432872
2014,3919,G-77 (Group of 77),5,Other types of ships,124113.347,124.11334699999999
2014,3905,OECD (Organisation for Economic Cooperation and Development),0,Total fleet,272492.437,272.492437
2014,3905,OECD (Organisation for Economic Cooperation and Development),1,Oil tankers,87862.786,87.862786
2014,3905,OECD (Organisation for Economic Cooperation and Development),2,Bulk carriers,85393.01,85.39300999999999
2014,3905,OECD (Organisation for Economic Cooperation and Development),3,General cargo,20003.281,20.003280999999998
2014,3905,OECD (Organisation for Economic Cooperation and Development),4,Container ships,42300.589,42.300589
2014,3905,OECD (Organisation for Economic Cooperation and Development),5,Other types of ships,36932.766,36.932766
2015,0000,World,0,Total fleet,1753091.199,1753.091199
2015,0000,World,1,Oil tankers,491058.343,491.058343
2015,0000,World,2,Bulk carriers,762322.448,762.322448
2015,0000,World,3,General cargo,76011.109,76.01110899999999
2015,0000,World,4,Container ships,228229.988,228.22998800000002
2015,0000,World,5,Other types of ships,195469.314,195.46931400000003
2015,5100,Africa,0,Total fleet,229778.454,229.778454
2015,5100,Africa,1,Oil tankers,85399.111,85.399111
2015,5100,Africa,2,Bulk carriers,75216.567,75.216567
2015,5100,Africa,3,General cargo,4703.232,4.703232
2015,5100,Africa,4,Container ships,45058.906,45.058906
2015,5100,Africa,5,Other types of ships,19400.64,19.40064
2015,5110,Northern Africa,0,Total fleet,4718.816,4.7188159999999995
2015,5110,Northern Africa,1,Oil tankers,1649.624,1.649624
2015,5110,Northern Africa,2,Bulk carriers,1048.012,1.048012
2015,5110,Northern Africa,3,General cargo,297.707,0.297707
2015,5110,Northern Africa,4,Container ships,149.201,0.149201
2015,5110,Northern Africa,5,Other types of ships,1574.273,1.5742729999999998
2015,5120,Sub-Saharan Africa,0,Total fleet,225059.638,225.059638
2015,5120,Sub-Saharan Africa,1,Oil tankers,83749.487,83.74948699999999
2015,5120,Sub-Saharan Africa,2,Bulk carriers,74168.555,74.168555
2015,5120,Sub-Saharan Africa,3,General cargo,4405.525,4.405525
2015,5120,Sub-Saharan Africa,4,Container ships,44909.705,44.909705
2015,5120,Sub-Saharan Africa,5,Other types of ships,17826.367,17.826366999999998
2015,5121,Eastern Africa,0,Total fleet,14632.886,14.632886000000001
2015,5121,Eastern Africa,1,Oil tankers,13097.144,13.097144
2015,5121,Eastern Africa,2,Bulk carriers,236.611,0.236611
2015,5121,Eastern Africa,3,General cargo,1037.407,1.037407
2015,5121,Eastern Africa,4,Container ships,29.611,0.029611000000000002
2015,5121,Eastern Africa,5,Other types of ships,232.115,0.23211500000000002
2015,5122,Middle Africa,0,Total fleet,1309.451,1.309451
2015,5122,Middle Africa,1,Oil tankers,47.426,0.047426
2015,5122,Middle Africa,3,General cargo,109.192,0.109192
2015,5122,Middle Africa,4,Container ships,9.41,0.00941
2015,5122,Middle Africa,5,Other types of ships,1143.423,1.143423
2015,5123,Southern Africa,0,Total fleet,95.375,0.095375
2015,5123,Southern Africa,1,Oil tankers,21.092,0.021092
2015,5123,Southern Africa,3,General cargo,0.79,0.00079
2015,5123,Southern Africa,5,Other types of ships,73.493,0.07349299999999999
2015,5124,Western Africa,0,Total fleet,209021.926,209.021926
2015,5124,Western Africa,1,Oil tankers,70583.825,70.58382499999999
2015,5124,Western Africa,2,Bulk carriers,73931.944,73.931944
2015,5124,Western Africa,3,General cargo,3258.136,3.258136
2015,5124,Western Africa,4,Container ships,44870.684,44.870684000000004
2015,5124,Western Africa,5,Other types of ships,16377.336,16.377336
2015,5200,Americas,0,Total fleet,476127.15,476.12715000000003
2015,5200,Americas,1,Oil tankers,102736.923,102.73692299999999
2015,5200,Americas,2,Bulk carriers,237529.39,237.52939
2015,5200,Americas,3,General cargo,19756.461,19.756460999999998
2015,5200,Americas,4,Container ships,48046.528,48.046527999999995
